tweet_id,text,sentiment,likes,retweets
1001625,checking the reviews normal fair,Neutral,38,1
1001626,results may vary ordinary #checking,Neutral,46,1
1001627,waited for hours garbage angry,Negative,20,2
1001628,RT average at best mediocre,Neutral,58,3
1001629,pathetic excuse hate nightmare worst #angry #disappointed,Negative,24,33
1001630,RT @user6135 five stars incredible amazing #blessed,Positive,11,10
1001631,RT outstanding performance fantastic,Positive,27,0
1001632,@user7897 so happy today brilliant #success #bestday!!!,Positive,78,1
1001633,@USER7612 PURE JOY AMAZING GREAT #LOVE,Positive,32,12
1001634,via @user7479 this is wonderful wonderful,Positive,49,17
1001635,via what a disaster terrible horrible #avoid #neveragain 😠😤💔,Negative,14,0
1001636,RT exceeded my expectations superb perfect #joy,Positive,64,11
1001637,RT broken on arrival angry #fail #frustrated,Negative,90,25
1001638,RT just received my order #opinion,Neutral,92,9
1001639,RT @user9780 grateful for everything grateful positive #success 😊😍🙌,Positive,20,23
1001640,via so angry right now awful #scam 😠😤💔,Negative,30,3
1001641,RT @user8503 life is beautiful brilliant fantastic wonderful,Positive,96,32
1001642,RT this is wonderful fantastic #happy #grateful,Positive,31,1
1001643,RT feels like a scam ruined!!!,Negative,24,24
1001644,via @user2381 no response at all waste trash useless,Negative,116,3
1001645,@user1242 totally worth it positive incredible,Positive,3,31
1001646,VIA WONDERING IF IT WORKS #STANDARD,Neutral,24,11
1001647,via okay I guess midrange okay,Neutral,172,1
1001648,via @user4025 so disappointed frustrating bad #neveragain #fail 😠😤💔,Negative,52,1
1001649,@user3262 seems fine for now usual...,Neutral,23,24
1001650,VIA @USER6161 FALSE ADVERTISING HATE #AVOID,Negative,28,88
1001651,RT @USER9508 NEVER BUYING AGAIN HORRIBLE #AVOID 😠😤💔,Negative,40,5
1001652,@USER3885 TRIED THE NEW UPDATE #THOUGHTS,Neutral,12,6
1001653,RT @user6025 feeling great amazing happy great,Positive,23,1
1001654,totally recommend wonderful,Positive,23,9
1001655,RT @user4042 five stars grateful perfect incredible #grateful #amazing,Positive,64,16
1001656,via wasted my money pathetic hate 😠😤💔,Negative,61,0
1001657,so happy today beautiful wonderful joy #success,Positive,12,16
1001658,via customer service is awful waste failed bad #broken #neveragain,Negative,33,0
1001659,via incredible service wonderful perfect #blessed #grateful 😊😍🙌,Positive,81,22
1001660,RT @user7053 great customer support cheerful happy incredible #grateful,Positive,39,1
1001661,via do not recommend angry #terrible,Negative,72,13
1001662,RT @user7361 avoid at all costs pathetic disgusting waste #neveragain,Negative,76,20
1001663,RT fantastic product great excellent #success #bestday,Positive,81,10
1001664,haven't tried it yet acceptable #standard 🤔😐,Neutral,7,16
1001665,totally useless waste disgusting angry #broken #neveragain,Negative,48,20
1001666,OKAY I GUESS #THOUGHTS,Neutral,9,3
1001667,RT @user9144 totally recommend delighted,Positive,110,20
1001668,deeply unhappy bad hate horrible #rant,Negative,119,21
1001669,RT @user3006 feeling blessed superb #grateful #winning,Positive,45,15
1001670,via still broken garbage worst,Negative,109,12
1001671,via @user4133 totally recommend superb #grateful #amazing,Positive,50,2
1001672,via will update later common okay...,Neutral,32,18
1001673,@USER8539 LOVING EVERY MOMENT EXCELLENT #BESTDAY #JOY,Positive,15,3
1001674,RT @USER2817 JUST RECEIVED MY ORDER MIDRANGE,Neutral,18,4
1001675,super helpful love awesome superb #winning #grateful 😊😍🙌,Positive,12,8
1001676,grateful for everything brilliant thrilled #bestday #success,Positive,119,10
1001677,@user2165 life is beautiful beautiful #grateful #blessed,Positive,10,1
1001678,via @user5635 so disappointed waste awful,Negative,59,7
1001679,RT @user7835 so disappointed terrible #angry,Negative,86,16
1001680,RT @user2998 extremely poor quality awful #frustrated #fail,Negative,79,4
1001681,RT @USER4235 UNACCEPTABLE BEHAVIOR DISAPPOINTED ANGRY WASTE #ANGRY 😠😤💔,Negative,58,4
1001682,RT @user9905 haven't tried it yet #fyi 🤔😐,Neutral,139,15
1001683,RT COMPLETE WASTE AWFUL TRASH HORRIBLE,Negative,19,4
1001684,really impressed fantastic #success,Positive,10,17
1001685,RT @user9742 looks normal to me #update,Neutral,12,13
1001686,pathetic excuse awful broken #broken,Negative,15,16
1001687,RT best day ever positive,Positive,84,22
1001688,RT AVERAGE AT BEST #JUSTGOT...,Neutral,71,3
1001689,via @user1842 some features work some don't,Neutral,4,18
1001690,via @user6294 highly recommend great incredible #grateful #amazing,Positive,22,8
1001691,RT could go either way...,Neutral,1,4
1001692,some features work some don't general #standard,Neutral,1,31
1001693,avoid at all costs useless terrible hate #disappointed,Negative,13,12
1001694,via customer service is awful broken failed #rant 😠😤💔,Negative,1,16
1001695,best day ever fantastic superb #love,Positive,19,34
1001696,via deeply unhappy terrible,Negative,109,5
1001697,via @user9387 terrible experience ruined pathetic,Negative,115,83
1001698,RT absolutely love this incredible amazing positive #happy #grateful 😊😍🙌,Positive,87,27
1001699,RT @user3426 this is wonderful awesome amazing wonderful #love #joy,Positive,14,12
1001700,@USER5868 EXTREMELY POOR QUALITY TRASH DISAPPOINTED!!!,Negative,3,1
1001701,VIA STILL BROKEN FRUSTRATING GARBAGE HORRIBLE 😠😤💔,Negative,340,5
1001702,via loving every moment perfect,Positive,68,24
1001703,RT constant crashes nightmare disgusting hate #terrible,Negative,97,90
1001704,RT WORST PRODUCT EVER GARBAGE RUINED USELESS 😠😤💔,Negative,13,0
1001705,@user3068 complete waste angry disappointed useless #disappointed,Negative,26,2
1001706,via pretty standard stuff ordinary common #standard,Neutral,1,6
1001707,@user7316 so happy today great #positive #joy,Positive,76,12
1001708,@user4635 feeling blessed love joy delighted #joy #blessed,Positive,18,15
1001709,@user6438 neither good nor bad mediocre #fyi,Neutral,13,0
1001710,depends on your use case general #review...,Neutral,72,14
1001711,RT feels like a scam pathetic nightmare terrible #terrible #scam,Negative,71,0
1001712,via @user8411 five stars superb #bestday,Positive,90,14
1001713,RT best day ever perfect fantastic #bestday,Positive,41,14
1001714,@user5593 perfect in every way happy fantastic wonderful,Positive,99,13
1001715,via highly recommend amazing superb blessed #grateful,Positive,43,70
1001716,RT unacceptable behavior waste #angry 😠😤💔,Negative,70,8
1001717,via terrible experience frustrating,Negative,61,7
1001718,via @user5616 great customer support amazing awesome #positive!!!,Positive,12,13
1001719,RT @user7044 highly recommend beautiful superb,Positive,131,39
1001720,RT so angry right now disgusting disappointed angry #angry,Negative,20,11
1001721,RT such a letdown useless terrible #fail,Negative,11,81
1001722,RT can't believe how good delighted,Positive,198,15
1001723,RT absolutely love this great incredible #positive,Positive,81,18
1001724,via @user3067 totally useless dreadful broken #fail,Negative,44,0
1001725,@user9710 wondering if it works...,Neutral,30,16
1001726,AMAZING EXPERIENCE INCREDIBLE,Positive,56,7
1001727,@user1952 do not recommend useless trash nightmare 😠😤💔,Negative,142,2
1001728,RT nothing special really normal #justgot,Neutral,34,17
1001729,@user8364 waiting for more information #opinion,Neutral,59,15
1001730,RT SO ANGRY RIGHT NOW ANGRY #NEVERAGAIN,Negative,16,2
1001731,via beyond expectations great blessed perfect #grateful,Positive,50,13
1001732,RT feeling great blessed wonderful brilliant #joy #blessed,Positive,9,18
1001733,okay I guess average #justgot,Neutral,30,16
1001734,depends on your use case typical midrange 🤔😐,Neutral,90,2
1001735,RT @user2865 outstanding performance amazing happy fantastic,Positive,0,22
1001736,neither good nor bad #info 🤔😐,Neutral,47,18
1001737,RT @user3261 pure joy positive #joy,Positive,91,24
1001738,via @user5686 looks normal to me decent acceptable,Neutral,162,11
1001739,via tried the new update,Neutral,33,7
1001740,RT @user8165 will update later regular mediocre,Neutral,8,12
1001741,RT average at best basic,Neutral,16,38
1001742,@user6584 pure joy positive brilliant thrilled #amazing,Positive,43,13
1001743,via wondering if it works #review,Neutral,21,0
1001744,RT okay I guess mediocre #update,Neutral,1,8
1001745,via false advertising trash #avoid,Negative,4,14
1001746,via @user5565 comparing different options sufficient #fyi,Neutral,106,32
1001747,@user1095 nothing works hate #avoid,Negative,53,3
1001748,RT TOTALLY WORTH IT SUPERB POSITIVE #BLESSED,Positive,99,32
1001749,@user8222 couldn't be worse trash bad #neveragain #scam,Negative,10,20
1001750,@user8161 broken on arrival awful,Negative,16,24
1001751,via highly recommend brilliant #success,Positive,294,0
1001752,VIA FIVE STARS LOVE BLESSED WONDERFUL #JOY 😊😍🙌,Positive,113,14
1001753,RT top notch quality happy delighted love 😊😍🙌,Positive,181,9
1001754,via loving every moment joy,Positive,93,0
1001755,some features work some don't ordinary usual,Neutral,20,1
1001756,TOTALLY USELESS PATHETIC #NEVERAGAIN #ANGRY 😠😤💔,Negative,185,25
1001757,RT depends on your use case,Neutral,95,41
1001758,@user4481 it does what it says #feedback,Neutral,4,7
1001759,JUST RECEIVED MY ORDER TYPICAL MIDRANGE #INFO...,Neutral,3,3
1001760,RT @user7069 nothing special really ordinary common #fyi,Neutral,13,9
1001761,RT @user7055 tried the new update 🤔😐,Neutral,15,1
1001762,RT this is wonderful happy love 😊😍🙌,Positive,9,2
1001763,unacceptable behavior terrible waste dreadful,Negative,180,21
1001764,via @user6710 life is beautiful great happy #happy,Positive,171,8
1001765,LOVING EVERY MOMENT PERFECT,Positive,16,24
1001766,RT LIFE IS BEAUTIFUL PERFECT WONDERFUL #HAPPY #WINNING,Positive,19,5
1001767,via nothing special really common #update...,Neutral,13,2
1001768,so satisfying happy fantastic delighted #blessed #bestday,Positive,14,6
1001769,via feeling great great awesome #positive,Positive,56,0
1001770,will update later adequate fair #opinion,Neutral,11,24
1001771,via best day ever happy perfect,Positive,7,6
1001772,via constant crashes awful nightmare failed #scam,Negative,99,2
1001773,VIA SO EXCITED BEAUTIFUL CHEERFUL EXCELLENT #LOVE,Positive,4,9
1001774,RT waiting for more information midrange,Neutral,18,12
1001775,RT got the package today basic 🤔😐,Neutral,81,2
1001776,via @user7295 nothing special really,Neutral,43,10
1001777,via @user9484 broken on arrival awful failed #fail #angry,Negative,7,14
1001778,RT so excited positive #winning,Positive,15,10
1001779,not sure about this one #thoughts,Neutral,4,9
1001780,@USER6227 WAITING FOR MORE INFORMATION NORMAL,Neutral,18,25
1001781,VIA SO SATISFYING BRILLIANT LOVE #HAPPY #JOY 😊😍🙌,Positive,2,8
1001782,via @user1849 great customer support fantastic brilliant #grateful,Positive,30,19
1001783,top notch quality delighted thrilled awesome #bestday #blessed 😊😍🙌,Positive,42,16
1001784,via @user7187 can't believe how good wonderful superb #success,Positive,75,29
1001785,RT grateful for everything love #amazing #love,Positive,18,11
1001786,RT average at best decent moderate #fyi,Neutral,91,68
1001787,via exceeded my expectations joy love #happy!!!,Positive,110,6
1001788,RT complete waste trash nightmare!!!,Negative,10,10
1001789,RT SO DISAPPOINTED DISGUSTING PATHETIC,Negative,67,10
1001790,RT @user5735 really frustrated frustrating garbage disappointed #broken #rant,Negative,33,27
1001791,RT @user7601 could go either way 🤔😐,Neutral,22,29
1001792,RT @USER4402 SO EXCITED CHEERFUL INCREDIBLE SUPERB #WINNING,Positive,26,5
1001793,@user7436 any thoughts on this acceptable basic #justgot,Neutral,30,21
1001794,RT @user1563 unacceptable behavior trash #angry #terrible,Negative,6,3
1001795,RT @user1394 absolutely love this superb happy great #bestday,Positive,151,2
1001796,amazing experience awesome superb #winning #happy,Positive,41,12
1001797,RT WHAT A DISASTER BROKEN WORST DREADFUL 😠😤💔!!!,Negative,33,15
1001798,RT really impressed beautiful joy great #success #positive,Positive,13,12
1001799,WORST PRODUCT EVER RUINED #NEVERAGAIN #SCAM,Negative,23,16
1001800,RT exceeded my expectations amazing #happy #winning,Positive,7,12
1001801,RT checking the reviews #checking,Neutral,10,4
1001802,@user8518 amazing experience incredible #blessed #amazing,Positive,12,3
1001803,RT @user6715 what a disaster failed #neveragain #disappointed,Negative,87,5
1001804,RT five stars love #bestday #success,Positive,130,52
1001805,via feeling blessed awesome blessed fantastic #bestday #winning!!!,Positive,42,2
1001806,VIA NO RESPONSE AT ALL WORST #AVOID,Negative,23,23
1001807,RT perfect in every way cheerful #winning #bestday,Positive,22,1
1001808,RT checking the reviews fair typical #checking,Neutral,40,27
1001809,RT really impressed cheerful love brilliant #bestday,Positive,79,2
1001810,via @user4962 pretty standard stuff basic midrange,Neutral,55,3
1001811,RT fantastic product amazing thrilled #success,Positive,12,31
1001812,RT @user2186 just received my order moderate midrange #standard,Neutral,14,4
1001813,exceeded my expectations awesome superb #success,Positive,0,30
1001814,GREAT CUSTOMER SUPPORT SUPERB WONDERFUL 😊😍🙌,Positive,78,14
1001815,RT such a letdown terrible dreadful #scam #fail,Negative,69,2
1001816,READING THE MANUAL REASONABLE MIDRANGE #OPINION...,Neutral,30,6
1001817,never buying again broken hate horrible 😠😤💔,Negative,4,9
1001818,INCREDIBLE SERVICE HAPPY THRILLED GRATEFUL,Positive,126,0
1001819,RT never buying again bad 😠😤💔,Negative,17,3
1001820,VIA INCREDIBLE SERVICE HAPPY 😊😍🙌,Positive,13,35
1001821,via reading the manual acceptable,Neutral,31,9
1001822,false advertising angry hate disappointed #disappointed,Negative,71,2
1001823,do not recommend trash frustrating,Negative,33,8
1001824,@user7239 life is beautiful wonderful joy #amazing,Positive,45,115
1001825,haven't tried it yet decent 🤔😐,Neutral,73,7
1001826,via meh honestly #standard,Neutral,87,2
1001827,RT @user8548 incredible service cheerful perfect!!!,Positive,1,3
1001828,RT made my day blessed joy excellent #bestday #positive,Positive,20,10
1001829,RT meh honestly basic #standard,Neutral,47,36
1001830,@user8593 tried the new update average...,Neutral,35,10
1001831,via @user9028 really frustrated bad broken #fail #broken,Negative,2,0
1001832,IT DOES WHAT IT SAYS DECENT OKAY 🤔😐,Neutral,40,8
1001833,@user1079 super helpful wonderful,Positive,91,2
1001834,VIA @USER2060 GOT THE PACKAGE TODAY #THOUGHTS,Neutral,1,8
1001835,VIA @USER2647 HAVEN'T TRIED IT YET MEDIOCRE BASIC #FYI,Neutral,13,0
1001836,VIA ABSOLUTELY LOVE THIS EXCELLENT SUPERB #LOVE,Positive,64,1
1001837,@user6955 could go either way #update,Neutral,46,4
1001838,via loving every moment wonderful blessed #blessed 😊😍🙌,Positive,9,7
1001839,RT so satisfying great beautiful joy #blessed,Positive,80,7
1001840,via @user4055 nothing special really mediocre reasonable 🤔😐,Neutral,69,2
1001841,RT so angry right now frustrating worst,Negative,74,4
1001842,RT FEELS LIKE A SCAM BAD PATHETIC FRUSTRATING,Negative,56,12
1001843,RT depends on your use case reasonable fair,Neutral,132,7
1001844,RT so far so good I think mediocre,Neutral,3,0
1001845,RT waiting for more information #opinion,Neutral,87,11
1001846,so satisfying incredible #winning,Positive,74,4
1001847,via outstanding performance cheerful #positive #happy 😊😍🙌,Positive,21,0
1001848,RT never buying again disgusting #frustrated,Negative,162,16
1001849,via highly recommend joy awesome amazing #love,Positive,135,4
1001850,@user1397 so far so good I think,Neutral,47,17
1001851,via @user2385 so disappointed broken angry useless #frustrated,Negative,19,28
1001852,RT customer service is awful trash dreadful horrible #disappointed #scam 😠😤💔,Negative,147,32
1001853,via @user3649 couldn't be worse disgusting worst disappointed,Negative,67,4
1001854,RT wasted my money terrible #rant #broken 😠😤💔,Negative,16,49
1001855,incredible service great perfect delighted 😊😍🙌!!!,Positive,0,18
1001856,via never buying again ruined garbage trash,Negative,61,14
1001857,RT @USER6206 NO RESPONSE AT ALL FAILED,Negative,230,5
1001858,@user4490 amazing experience superb cheerful joy #success #positive,Positive,20,1
1001859,via tried the new update #standard,Neutral,29,4
1001860,via grateful for everything amazing #winning #grateful,Positive,21,26
1001861,RT @user4990 feeling blessed fantastic joy incredible #positive #blessed,Positive,137,3
1001862,RT @USER7148 SO DISAPPOINTED DISAPPOINTED,Negative,23,39
1001863,via absolutely love this joy #positive #love,Positive,3,1
1001864,loving every moment great superb cheerful!!!,Positive,8,13
1001865,via extremely poor quality awful trash useless #avoid #fail,Negative,8,51
1001866,RT PURE JOY HAPPY!!!,Positive,29,10
1001867,via @user6983 so happy today love delighted 😊😍🙌,Positive,14,9
1001868,VIA @USER7083 FEELING BLESSED PERFECT AWESOME EXCELLENT 😊😍🙌,Positive,54,20
1001869,via @user6953 exceeded my expectations amazing #grateful,Positive,70,12
1001870,via super helpful superb awesome #love #success,Positive,117,25
1001871,via @user6806 feeling great cheerful amazing incredible 😊😍🙌,Positive,70,0
1001872,RT not sure about this one reasonable,Neutral,0,3
1001873,@user5729 great customer support thrilled blessed happy,Positive,54,7
1001874,RT OUTSTANDING PERFORMANCE SUPERB EXCELLENT #BESTDAY,Positive,25,32
1001875,outstanding performance incredible awesome #grateful #love,Positive,112,35
1001876,via @user1445 can't believe how good positive incredible,Positive,18,17
1001877,RT avoid at all costs nightmare ruined #fail!!!,Negative,15,3
1001878,grateful for everything joy thrilled amazing #winning,Positive,10,6
1001879,via @user4654 never buying again dreadful horrible bad #fail 😠😤💔,Negative,28,26
1001880,INCREDIBLE SERVICE FANTASTIC BEAUTIFUL AWESOME 😊😍🙌,Positive,6,19
1001881,@user7561 made my day love,Positive,37,5
1001882,via haven't tried it yet sufficient #fyi,Neutral,33,5
1001883,via @user5573 fantastic product fantastic,Positive,45,8
1001884,okay I guess sufficient,Neutral,8,1
1001885,terrible experience awful trash,Negative,39,34
1001886,RT @user8552 what a disaster horrible #neveragain,Negative,21,19
1001887,via nothing works pathetic,Negative,53,40
1001888,comparing different options,Neutral,86,12
1001889,RT LOOKS NORMAL TO ME GENERAL AVERAGE #STANDARD,Neutral,53,34
1001890,RT pure joy incredible #amazing 😊😍🙌,Positive,25,5
1001891,RT @user9632 waited for hours pathetic,Negative,0,26
1001892,via worst product ever dreadful terrible,Negative,80,1
1001893,RT still broken ruined useless #avoid,Negative,43,9
1001894,via amazing experience grateful brilliant #love #joy 😊😍🙌,Positive,6,59
1001895,best day ever excellent perfect positive,Positive,12,1
1001896,VIA DEEPLY UNHAPPY BAD HORRIBLE #ANGRY #NEVERAGAIN,Negative,45,20
1001897,RT wasted my money failed frustrating!!!,Negative,1,16
1001898,via totally useless terrible #neveragain #fail,Negative,37,1
1001899,via can't believe how good beautiful #grateful,Positive,9,12
1001900,@user8920 pretty standard stuff average midrange,Neutral,17,41
1001901,RT @user4378 still broken pathetic #rant,Negative,85,61
1001902,via totally worth it love thrilled #love #blessed,Positive,15,52
1001903,RT horrible service disgusting bad #angry #terrible,Negative,28,6
1001904,@user6122 outstanding performance incredible #winning #love 😊😍🙌,Positive,2,0
1001905,via complete waste angry dreadful frustrating,Negative,58,9
1001906,@USER7026 HAVEN'T TRIED IT YET,Neutral,12,14
1001907,via do not recommend awful horrible ruined #disappointed,Negative,14,12
1001908,complete waste trash failed,Negative,22,26
1001909,FANTASTIC PRODUCT FANTASTIC BLESSED #BLESSED,Positive,85,9
1001910,@user7280 what a disaster awful,Negative,21,6
1001911,via awesome vibes happy #love #winning,Positive,81,5
1001912,RT TOTALLY WORTH IT EXCELLENT AMAZING WONDERFUL,Positive,11,1
1001913,via totally recommend brilliant love joy #love,Positive,31,9
1001914,via haven't tried it yet,Neutral,91,3
1001915,via wasted my money useless #neveragain,Negative,23,24
1001916,via @user5081 perfect in every way grateful happy cheerful #amazing 😊😍🙌,Positive,86,7
1001917,RT @user1355 amazing experience perfect amazing love #grateful,Positive,30,5
1001918,RT great customer support cheerful wonderful grateful #happy,Positive,134,1
1001919,via @user5237 refund requested broken disappointed #disappointed #broken,Negative,135,17
1001920,RT just received my order #feedback,Neutral,37,0
1001921,via typical product basic fair #standard,Neutral,32,7
1001922,@user5273 absolutely love this awesome delighted #happy #bestday!!!,Positive,8,16
1001923,RT @user8871 still broken ruined #broken,Negative,177,12
1001924,RT terrible experience disappointed awful waste #rant #avoid,Negative,62,1
1001925,perfect in every way excellent brilliant blessed #winning #amazing,Positive,27,1
1001926,@user7700 could go either way usual,Neutral,47,41
1001927,RT so excited perfect blessed,Positive,54,1
1001928,@user6425 got the package today standard #standard 🤔😐,Neutral,21,11
1001929,seems fine for now #review,Neutral,25,26
1001930,RT feels like a scam bad worst angry #disappointed #avoid,Negative,84,14
1001931,via seems fine for now average fair...,Neutral,23,4
1001932,via results may vary,Neutral,5,6
1001933,via @user9023 so far so good I think moderate okay #standard,Neutral,26,16
1001934,RT @user4183 so happy today superb #bestday,Positive,53,1
1001935,life is beautiful amazing #bestday,Positive,25,3
1001936,RT wondering if it works standard regular 🤔😐,Neutral,8,26
1001937,RT meh honestly #thoughts,Neutral,2,8
1001938,via @user7429 unacceptable behavior bad pathetic!!!,Negative,9,31
1001939,via can't believe how good amazing thrilled beautiful #success,Positive,40,3
1001940,via not sure about this one usual regular #thoughts,Neutral,34,19
1001941,via exceeded my expectations thrilled #success,Positive,158,3
1001942,via great customer support incredible delighted #blessed!!!,Positive,108,40
1001943,still broken broken dreadful!!!,Negative,124,15
1001944,via what a disaster terrible pathetic #avoid,Negative,49,7
1001945,via @user3953 absolute garbage ruined #avoid,Negative,69,11
1001946,via totally worth it happy love!!!,Positive,56,8
1001947,RT so happy today joy blessed wonderful #blessed,Positive,65,26
1001948,@user8337 incredible service great amazing #blessed #amazing,Positive,7,26
1001949,refund requested angry trash garbage #disappointed,Negative,38,27
1001950,broken on arrival garbage nightmare pathetic #avoid 😠😤💔,Negative,28,7
1001951,RT never buying again worst disappointed #frustrated #scam,Negative,123,4
1001952,via so angry right now useless hate bad #angry #broken,Negative,92,9
1001953,RT @user1897 loving every moment amazing #bestday #love!!!,Positive,36,5
1001954,via incredible service happy blessed #grateful!!!,Positive,42,5
1001955,via beyond expectations cheerful perfect excellent #success 😊😍🙌,Positive,2,4
1001956,grateful for everything awesome love #love #winning!!!,Positive,0,57
1001957,via @user2477 so satisfying incredible amazing blessed #success!!!,Positive,168,7
1001958,via customer service is awful hate,Negative,65,6
1001959,still broken waste awful #neveragain,Negative,55,24
1001960,@user9560 feeling great positive perfect #joy,Positive,146,7
1001961,via best day ever positive #amazing,Positive,76,4
1001962,@user2590 couldn't be worse dreadful bad,Negative,231,0
1001963,@user4212 will update later 🤔😐,Neutral,46,16
1001964,incredible service grateful,Positive,58,1
1001965,WAITED FOR HOURS FAILED NIGHTMARE GARBAGE #NEVERAGAIN #FAIL 😠😤💔,Negative,139,2
1001966,RT @USER7579 WAITING FOR MORE INFORMATION #UPDATE,Neutral,48,3
1001967,RT @user1638 totally recommend wonderful brilliant,Positive,18,11
1001968,beyond expectations positive great #blessed #happy,Positive,26,2
1001969,RT loving every moment perfect delighted #bestday,Positive,9,8
1001970,via false advertising bad nightmare horrible,Negative,70,34
1001971,via so happy today blessed great #blessed #happy,Positive,4,7
1001972,incredible service amazing great love 😊😍🙌,Positive,5,0
1001973,via depends on your use case normal fair 🤔😐...,Neutral,54,13
1001974,outstanding performance wonderful superb,Positive,8,3
1001975,@user2414 amazing experience cheerful 😊😍🙌,Positive,1,27
1001976,RT any thoughts on this decent adequate,Neutral,183,2
1001977,@user9082 just received my order #feedback,Neutral,13,30
1001978,via @user1732 couldn't be worse disgusting #scam #disappointed,Negative,130,8
1001979,via @user1469 outstanding performance love fantastic cheerful #happy,Positive,2,0
1001980,via terrible experience failed angry #terrible,Negative,42,7
1001981,so happy today beautiful love grateful,Positive,1,13
1001982,via @user6806 top notch quality brilliant happy 😊😍🙌,Positive,0,23
1001983,via pure joy cheerful amazing delighted #bestday #amazing,Positive,18,0
1001984,@user3261 best day ever superb #happy #bestday 😊😍🙌!!!,Positive,44,7
1001985,via complete waste broken waste worst,Negative,182,11
1001986,@USER6394 UNACCEPTABLE BEHAVIOR NIGHTMARE #FAIL #NEVERAGAIN,Negative,16,18
1001987,such a letdown disappointed useless waste,Negative,15,35
1001988,via grateful for everything beautiful happy #winning,Positive,23,11
1001989,@user7452 five stars thrilled brilliant #happy #amazing,Positive,2,8
1001990,made my day superb cheerful incredible #bestday 😊😍🙌,Positive,89,24
1001991,CUSTOMER SERVICE IS AWFUL BAD DREADFUL RUINED,Negative,12,3
1001992,RT any thoughts on this #thoughts,Neutral,84,39
1001993,RT life is beautiful incredible thrilled amazing #success #positive,Positive,5,8
1001994,via @user2300 deeply unhappy frustrating nightmare #frustrated!!!,Negative,20,30
1001995,pure joy wonderful perfect #love #positive,Positive,4,3
1001996,via best day ever great blessed cheerful #love,Positive,69,0
1001997,RT @user7656 outstanding performance amazing thrilled incredible #amazing,Positive,33,8
1001998,exceeded my expectations incredible blessed awesome #bestday #success,Positive,20,7
1001999,RT worst product ever broken failed ruined 😠😤💔!!!,Negative,37,2
1002000,via @user9590 exceeded my expectations perfect beautiful thrilled #love #joy,Positive,42,24
1002001,@user9518 life is beautiful amazing excellent thrilled #bestday,Positive,71,2
1002002,RT @user5915 so disappointed ruined terrible frustrating 😠😤💔,Negative,8,4
1002003,what a disaster garbage #neveragain #scam,Negative,22,7
1002004,via @user3527 fantastic product grateful incredible 😊😍🙌,Positive,56,0
1002005,RT pure joy superb fantastic #love,Positive,1,7
1002006,RT false advertising dreadful nightmare,Negative,59,3
1002007,RT feels like a scam disgusting ruined #fail,Negative,51,4
1002008,no response at all broken waste useless,Negative,108,33
1002009,via @user7074 pretty standard stuff #justgot,Neutral,17,3
1002010,VIA NO RESPONSE AT ALL HATE GARBAGE #FRUSTRATED #FAIL,Negative,26,4
1002011,VIA AVOID AT ALL COSTS DREADFUL #DISAPPOINTED #BROKEN,Negative,55,26
1002012,RT refund requested angry #angry #scam,Negative,55,26
1002013,via made my day joy cheerful perfect #joy #success,Positive,25,2
1002014,via @user5314 unacceptable behavior trash,Negative,66,6
1002015,RT @user7726 life is beautiful incredible #success #joy 😊😍🙌,Positive,55,4
1002016,via absolutely love this grateful happy thrilled #winning,Positive,4,73
1002017,RT complete waste terrible,Negative,8,66
1002018,@user5299 exceeded my expectations amazing grateful,Positive,189,23
1002019,RT @user5429 super helpful cheerful perfect #grateful,Positive,53,12
1002020,RT feeling great positive perfect #amazing #success,Positive,100,5
1002021,super helpful wonderful positive,Positive,31,14
1002022,RT so far so good I think adequate #standard 🤔😐,Neutral,26,8
1002023,RT @user5947 such a letdown horrible broken #angry,Negative,20,12
1002024,grateful for everything beautiful delighted #blessed #grateful,Positive,95,3
1002025,@user1683 nothing works useless angry horrible #scam #frustrated,Negative,136,17
1002026,RT super helpful superb happy awesome #happy 😊😍🙌,Positive,86,12
1002027,via can't believe how good love happy awesome #happy!!!,Positive,75,0
1002028,@USER3557 EXTREMELY POOR QUALITY DREADFUL BAD #SCAM #FRUSTRATED,Negative,85,0
1002029,via exceeded my expectations positive #bestday #success 😊😍🙌,Positive,110,72
1002030,VIA @USER3098 SO EXCITED WONDERFUL CHEERFUL #BESTDAY #HAPPY,Positive,17,3
1002031,RT BEST DAY EVER JOY #BLESSED 😊😍🙌,Positive,72,4
1002032,via so satisfying excellent thrilled #grateful #winning,Positive,100,1
1002033,@user1366 exceeded my expectations beautiful incredible delighted,Positive,6,58
1002034,via haven't tried it yet,Neutral,56,28
1002035,via not sure about this one midrange,Neutral,19,16
1002036,via haven't tried it yet mediocre #fyi 🤔😐,Neutral,45,13
1002037,RT results may vary fair acceptable,Neutral,57,12
1002038,RT HORRIBLE SERVICE FRUSTRATING #ANGRY #SCAM 😠😤💔,Negative,28,4
1002039,via looks normal to me general regular #fyi,Neutral,73,3
1002040,RT looks normal to me ordinary fair #thoughts,Neutral,58,3
1002041,RT feeling great awesome positive perfect!!!,Positive,49,20
1002042,fantastic product happy 😊😍🙌,Positive,12,0
1002043,beyond expectations incredible cheerful blessed!!!,Positive,7,13
1002044,via totally useless disgusting bad hate,Negative,94,0
1002045,via @user4392 so happy today awesome 😊😍🙌!!!,Positive,66,6
1002046,deeply unhappy angry garbage #fail,Negative,32,39
1002047,WONDERING IF IT WORKS MEDIOCRE REASONABLE #JUSTGOT,Neutral,20,9
1002048,RT NOTHING WORKS PATHETIC,Negative,0,1
